row_idx,subject,text,task_name,label
10679,YFS,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",TSR,1
10680,YFS,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",TSR,1
10681,YFS,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,TSR,1
10682,YFS,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",TSR,1
10683,YFS,"He attended secondary school (Volksschule), and learned the trade of a joiner.",TSR,1
10684,YFS,He was a founder of the American Arithmometer Company.,TSR,1
10685,YFS,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",TSR,1
10686,YFS,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",TSR,1
10687,YFS,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",TSR,1
10688,YFS,Libby was a founding member of the Project for the New American Century.,TSR,1
10689,YFS,He was elected to the Bulgarian national assembly in 1913 and 1920.,TSR,1
10690,YFS,He was one of the founder members of the Lunar Society.,TSR,1
10691,YFS,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",TSR,1
10692,YFS,He was the founder and first president of the Naval War College between 1884 and 1886.,TSR,1
10693,YFS,"Her mother was a Lyman, another very old American family.",TSR,1
10694,YFS,"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",TSR,1
10695,YHS,"He died, however, aboard ship and was given a sea burial.",TSR,1
10696,YHS,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",TSR,1
10697,YHS,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",TSR,1
10698,YHS,Ball however was elected to the Senate for the same seat in 1942.,TSR,1
10699,YHS,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",TSR,1
10700,YHS,"With his interest in race cars, he formed a second company, the Henry Ford Company.",TSR,1
10701,YHS,"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",TSR,1
10702,YHS,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,TSR,1
10703,YHS,It was published in 1950 and earned him some respect as a writer.,TSR,1
10704,YHS,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",TSR,1
10705,YHS,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,TSR,1
10706,YHS,"They founded the town of Portsmouth, Rhode Island.",TSR,1
10707,YHS,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",TSR,1
10708,YHS,Jack didn't start to learn English until the age of six.,TSR,1
10709,YHS,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",TSR,1
10710,YHS,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,TSR,1
10711,YHS,"Despite leaving the band for an acting career, he still composes music for some films.",TSR,1
10712,YHS,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",TSR,1
10713,YHS,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",TSR,1
10714,YHS,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",TSR,1
10715,YHS,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,TSR,1
10716,YHS,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",TSR,1
10717,YHS,"He attended secondary school (Volksschule), and learned the trade of a joiner.",TSR,1
10718,YHS,He was a founder of the American Arithmometer Company.,TSR,1
10719,YHS,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",TSR,1
10720,YHS,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",TSR,1
10721,YHS,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",TSR,1
10722,YHS,Libby was a founding member of the Project for the New American Century.,TSR,1
10723,YHS,He was elected to the Bulgarian national assembly in 1913 and 1920.,TSR,1
10724,YHS,He also created the Defense Intelligence Agency and the Defense Supply Agency.,TSR,1
10725,YHS,He was one of the founder members of the Lunar Society.,TSR,1
10726,YHS,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",TSR,1
10727,YHS,He was the founder and first president of the Naval War College between 1884 and 1886.,TSR,1
10728,YHS,"Her mother was a Lyman, another very old American family.",TSR,1
10729,YHS,"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",TSR,1
10730,YIS,"He died, however, aboard ship and was given a sea burial.",TSR,1
10731,YIS,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",TSR,1
10732,YIS,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",TSR,1
10733,YIS,Ball however was elected to the Senate for the same seat in 1942.,TSR,1
10734,YIS,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",TSR,1
10735,YIS,"With his interest in race cars, he formed a second company, the Henry Ford Company.",TSR,1
10736,YIS,"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",TSR,1
10737,YIS,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,TSR,1
10738,YIS,It was published in 1950 and earned him some respect as a writer.,TSR,1
10739,YIS,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",TSR,1
10740,YIS,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,TSR,1
10741,YIS,"They founded the town of Portsmouth, Rhode Island.",TSR,1
10742,YIS,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",TSR,1
10743,YIS,Jack didn't start to learn English until the age of six.,TSR,1
10744,YIS,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",TSR,1
10745,YIS,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,TSR,1
10746,YIS,"Despite leaving the band for an acting career, he still composes music for some films.",TSR,1
10747,YIS,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",TSR,1
10748,YIS,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",TSR,1
10749,YIS,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",TSR,1
10750,YIS,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,TSR,1
10751,YIS,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",TSR,1
10752,YIS,"He attended secondary school (Volksschule), and learned the trade of a joiner.",TSR,1
10753,YIS,He was a founder of the American Arithmometer Company.,TSR,1
10754,YIS,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",TSR,1
10755,YIS,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",TSR,1
10756,YIS,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",TSR,1
10757,YIS,Libby was a founding member of the Project for the New American Century.,TSR,1
10758,YIS,He was elected to the Bulgarian national assembly in 1913 and 1920.,TSR,1
10759,YIS,He also created the Defense Intelligence Agency and the Defense Supply Agency.,TSR,1
10760,YIS,He was one of the founder members of the Lunar Society.,TSR,1
10761,YIS,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",TSR,1
10762,YIS,He was the founder and first president of the Naval War College between 1884 and 1886.,TSR,1
10763,YIS,"Her mother was a Lyman, another very old American family.",TSR,1
10764,YLS,"He died, however, aboard ship and was given a sea burial.",TSR,1
10765,YLS,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",TSR,1
10766,YLS,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",TSR,1
10767,YLS,Ball however was elected to the Senate for the same seat in 1942.,TSR,1
10768,YLS,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",TSR,1
10769,YLS,"With his interest in race cars, he formed a second company, the Henry Ford Company.",TSR,1
10770,YLS,"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",TSR,1
10771,YLS,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,TSR,1
10772,YLS,It was published in 1950 and earned him some respect as a writer.,TSR,1
10773,YLS,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",TSR,1
10774,YLS,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,TSR,1
10775,YLS,"They founded the town of Portsmouth, Rhode Island.",TSR,1
10776,YLS,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",TSR,1
10777,YLS,Jack didn't start to learn English until the age of six.,TSR,1
10778,YLS,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",TSR,1
10779,YLS,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,TSR,1
10780,YLS,"Despite leaving the band for an acting career, he still composes music for some films.",TSR,1
10781,YLS,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",TSR,1
10782,YLS,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",TSR,1
10783,YLS,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",TSR,1
10784,YLS,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,TSR,1
10785,YLS,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",TSR,1
10786,YLS,"He attended secondary school (Volksschule), and learned the trade of a joiner.",TSR,1
10787,YLS,He was a founder of the American Arithmometer Company.,TSR,1
10788,YLS,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",TSR,1
10789,YLS,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",TSR,1
10790,YLS,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",TSR,1
10791,YLS,Libby was a founding member of the Project for the New American Century.,TSR,1
10792,YLS,He was elected to the Bulgarian national assembly in 1913 and 1920.,TSR,1
10793,YLS,He also created the Defense Intelligence Agency and the Defense Supply Agency.,TSR,1
10794,YLS,He was one of the founder members of the Lunar Society.,TSR,1
10795,YLS,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",TSR,1
10796,YLS,He was the founder and first president of the Naval War College between 1884 and 1886.,TSR,1
10797,YLS,"Her mother was a Lyman, another very old American family.",TSR,1
10798,YLS,"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",TSR,1
10799,YMD,"He died, however, aboard ship and was given a sea burial.",TSR,1
10800,YMD,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",TSR,1
10801,YMD,Ball however was elected to the Senate for the same seat in 1942.,TSR,1
10802,YMD,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",TSR,1
10803,YMD,"With his interest in race cars, he formed a second company, the Henry Ford Company.",TSR,1
10804,YMD,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,TSR,1
10805,YMD,It was published in 1950 and earned him some respect as a writer.,TSR,1
10806,YMD,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",TSR,1
10807,YMD,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,TSR,1
10808,YMD,"They founded the town of Portsmouth, Rhode Island.",TSR,1
10809,YMD,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",TSR,1
10810,YMD,Jack didn't start to learn English until the age of six.,TSR,1
10811,YMD,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",TSR,1
10812,YMD,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,TSR,1
10813,YMD,"Despite leaving the band for an acting career, he still composes music for some films.",TSR,1
10814,YMD,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",TSR,1
10815,YMD,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",TSR,1
10816,YMD,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",TSR,1
10817,YMD,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,TSR,1
10818,YMD,"He attended secondary school (Volksschule), and learned the trade of a joiner.",TSR,1
10819,YMD,He was a founder of the American Arithmometer Company.,TSR,1
10820,YMD,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",TSR,1
10821,YMD,Libby was a founding member of the Project for the New American Century.,TSR,1
10822,YMD,He was elected to the Bulgarian national assembly in 1913 and 1920.,TSR,1
10823,YMD,He also created the Defense Intelligence Agency and the Defense Supply Agency.,TSR,1
10824,YMD,He was one of the founder members of the Lunar Society.,TSR,1
10825,YMS,"He died, however, aboard ship and was given a sea burial.",TSR,1
10826,YMS,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",TSR,1
10827,YMS,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",TSR,1
10828,YMS,Ball however was elected to the Senate for the same seat in 1942.,TSR,1
10829,YMS,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",TSR,1
10830,YMS,"With his interest in race cars, he formed a second company, the Henry Ford Company.",TSR,1
10831,YMS,"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",TSR,1
10832,YMS,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,TSR,1
10833,YMS,It was published in 1950 and earned him some respect as a writer.,TSR,1
10834,YMS,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",TSR,1
10835,YMS,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,TSR,1
10836,YMS,"They founded the town of Portsmouth, Rhode Island.",TSR,1
10837,YMS,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",TSR,1
10838,YMS,Jack didn't start to learn English until the age of six.,TSR,1
10839,YMS,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",TSR,1
10840,YMS,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,TSR,1
10841,YMS,"Despite leaving the band for an acting career, he still composes music for some films.",TSR,1
10842,YMS,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",TSR,1
10843,YMS,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",TSR,1
10844,YMS,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",TSR,1
10845,YMS,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,TSR,1
10846,YMS,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",TSR,1
10847,YMS,"He attended secondary school (Volksschule), and learned the trade of a joiner.",TSR,1
10848,YMS,He was a founder of the American Arithmometer Company.,TSR,1
10849,YMS,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",TSR,1
10850,YMS,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",TSR,1
10851,YMS,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",TSR,1
10852,YMS,Libby was a founding member of the Project for the New American Century.,TSR,1
10853,YMS,He was elected to the Bulgarian national assembly in 1913 and 1920.,TSR,1
10854,YMS,He also created the Defense Intelligence Agency and the Defense Supply Agency.,TSR,1
10855,YMS,He was one of the founder members of the Lunar Society.,TSR,1
10856,YMS,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",TSR,1
10857,YMS,He was the founder and first president of the Naval War College between 1884 and 1886.,TSR,1
10858,YMS,"Her mother was a Lyman, another very old American family.",TSR,1
10859,YMS,"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",TSR,1
10860,YRH,"He died, however, aboard ship and was given a sea burial.",TSR,1
10861,YRH,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",TSR,1
10862,YRH,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",TSR,1
10863,YRH,Ball however was elected to the Senate for the same seat in 1942.,TSR,1
10864,YRH,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",TSR,1
10865,YRH,"With his interest in race cars, he formed a second company, the Henry Ford Company.",TSR,1
10866,YRH,"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",TSR,1
10867,YRH,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,TSR,1
10868,YRH,It was published in 1950 and earned him some respect as a writer.,TSR,1
10869,YRH,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",TSR,1
10870,YRH,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,TSR,1
10871,YRH,"They founded the town of Portsmouth, Rhode Island.",TSR,1
10872,YRH,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",TSR,1
10873,YRH,Jack didn't start to learn English until the age of six.,TSR,1
10874,YRH,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",TSR,1
10875,YRH,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,TSR,1
10876,YRH,"Despite leaving the band for an acting career, he still composes music for some films.",TSR,1
10877,YRH,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",TSR,1
10878,YRH,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",TSR,1
10879,YRH,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",TSR,1
10880,YRH,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,TSR,1
10881,YRH,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",TSR,1
10882,YRH,"He attended secondary school (Volksschule), and learned the trade of a joiner.",TSR,1
10883,YRH,He was a founder of the American Arithmometer Company.,TSR,1
10884,YRH,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",TSR,1
10885,YRH,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",TSR,1
10886,YRH,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",TSR,1
10887,YRH,Libby was a founding member of the Project for the New American Century.,TSR,1
10888,YRH,He was elected to the Bulgarian national assembly in 1913 and 1920.,TSR,1
10889,YRH,He also created the Defense Intelligence Agency and the Defense Supply Agency.,TSR,1
10890,YRH,He was one of the founder members of the Lunar Society.,TSR,1
10891,YRH,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",TSR,1
10892,YRH,He was the founder and first president of the Naval War College between 1884 and 1886.,TSR,1
10893,YRH,"Her mother was a Lyman, another very old American family.",TSR,1
10894,YRH,"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",TSR,1
10895,YRK,"He died, however, aboard ship and was given a sea burial.",TSR,1
10896,YRK,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",TSR,1
10897,YRK,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",TSR,1
10898,YRK,Ball however was elected to the Senate for the same seat in 1942.,TSR,1
10899,YRK,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",TSR,1
10900,YRK,"With his interest in race cars, he formed a second company, the Henry Ford Company.",TSR,1
10901,YRK,"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",TSR,1
10902,YRK,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,TSR,1
10903,YRK,It was published in 1950 and earned him some respect as a writer.,TSR,1
10904,YRK,"In 1870 the two Rockefellers, Andrews, Flagler, and a silent partner, Stephen V. Harkness, formed the Standard Oil Company, with John D. Rockefeller as president.",TSR,1
10905,YRK,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,TSR,1
10906,YRK,"They founded the town of Portsmouth, Rhode Island.",TSR,1
10907,YRK,"His grandfather, also named William Seward Burroughs, founded the Burroughs Adding Machine company, which evolved into the Burroughs Corporation.",TSR,1
10908,YRK,Jack didn't start to learn English until the age of six.,TSR,1
10909,YRK,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.",TSR,1
10910,YRK,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,TSR,1
10911,YRK,"Despite leaving the band for an acting career, he still composes music for some films.",TSR,1
10912,YRK,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",TSR,1
10913,YRK,"In 1997, Coppola founded Zoetrope All-Story, a flashy literary magazine that publishes short stories.",TSR,1
10914,YRK,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.",TSR,1
10915,YRK,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,TSR,1
10916,YRK,"Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.",TSR,1
10917,YRK,"He attended secondary school (Volksschule), and learned the trade of a joiner.",TSR,1
10918,YRK,He was a founder of the American Arithmometer Company.,TSR,1
10919,YRK,"In addition to featuring in these epochal moments in jazz, he was instrumental in founding Afro-Cuban jazz.",TSR,1
10920,YRK,"In the 40s, Gillespie led the movement called Afro-Cuban music, bringing Latin and African elements to greater prominence in jazz and even pop music, particularly salsa.",TSR,1
10921,YRK,"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",TSR,1
10922,YRK,Libby was a founding member of the Project for the New American Century.,TSR,1
10923,YRK,He was elected to the Bulgarian national assembly in 1913 and 1920.,TSR,1
10924,YRK,He also created the Defense Intelligence Agency and the Defense Supply Agency.,TSR,1
10925,YRK,He was one of the founder members of the Lunar Society.,TSR,1
10926,YRK,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",TSR,1
10927,YRK,He was the founder and first president of the Naval War College between 1884 and 1886.,TSR,1
10928,YRK,"Her mother was a Lyman, another very old American family.",TSR,1
10929,YRK,"In 1999 Bush cofounded a educational-software company, Ignite!, which uses multiple intelligence methods to provide varying types of content to appeal to multiple learning styles.",TSR,1
10930,YRP,"He died, however, aboard ship and was given a sea burial.",TSR,1
10931,YRP,"Henry Ford, with eleven other investors and $28,000 in capital, incorporated the Ford Motor Company in 1903.",TSR,1
10932,YRP,"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",TSR,1
10933,YRP,Ball however was elected to the Senate for the same seat in 1942.,TSR,1
10934,YRP,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",TSR,1
10935,YRP,"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",TSR,1
10936,YRP,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,TSR,1
10937,YRP,It was published in 1950 and earned him some respect as a writer.,TSR,1
